model,parameter,repeat,true_value,estimate,error
encoding_compressibility,beta,11,7.546151,5.133163,-2.4129880000000004
encoding_compressibility,side_bias,11,-1.904528,-1.649007,0.2555210000000001
encoding_compressibility,longrun_weight,12,0.211673,0.116427,-0.095246
encoding_compressibility,periodic_share,12,0.628357,0.480817,-0.14754000000000006
encoding_compressibility,beta,12,7.416354,7.696117,0.279763
encoding_compressibility,side_bias,12,-0.508654,-0.206855,0.30179900000000004
encoding_compressibility,longrun_weight,13,0.921116,0.933137,0.012020999999999948
encoding_compressibility,periodic_share,13,0.582528,0.419341,-0.16318700000000003
encoding_compressibility,beta,13,4.698773,4.049796,-0.6489770000000004
encoding_compressibility,side_bias,13,-1.554661,-1.500777,0.05388400000000004
encoding_compressibility,longrun_weight,14,0.247268,0.236223,-0.011045
encoding_compressibility,periodic_share,14,0.183217,0.214285,0.031068000000000012
encoding_compressibility,beta,14,11.04749,8.160556,-2.886934
encoding_compressibility,side_bias,14,-0.794018,-0.793384,0.0006340000000000234
encoding_compressibility,longrun_weight,15,0.382232,0.40492,0.022687999999999986
encoding_compressibility,periodic_share,15,0.673401,0.551455,-0.121946
encoding_compressibility,beta,15,2.933146,4.667295,1.7341490000000004
encoding_compressibility,side_bias,15,1.947995,1.714887,-0.23310799999999987
encoding_compressibility,longrun_weight,16,0.278595,0.346024,0.06742900000000002
encoding_compressibility,periodic_share,16,0.12018,0.111311,-0.008869000000000002
encoding_compressibility,beta,16,9.274362,7.87775,-1.3966120000000002
encoding_compressibility,side_bias,16,-1.418563,-1.406773,0.011789999999999967
encoding_compressibility,longrun_weight,17,0.037591,0.097991,0.060399999999999995
encoding_compressibility,periodic_share,17,0.203016,0.285002,0.08198599999999998
encoding_compressibility,beta,17,8.362567,8.507442,0.14487499999999898
encoding_compressibility,side_bias,17,-1.094262,-1.143163,-0.04890099999999986
encoding_compressibility,longrun_weight,18,0.823883,0.830087,0.006203999999999987
encoding_compressibility,periodic_share,18,0.148744,0.200208,0.05146400000000001
encoding_compressibility,beta,18,9.645008,9.595671,-0.049337000000001296
encoding_compressibility,side_bias,18,-1.894369,-1.853129,0.04123999999999994
encoding_compressibility,longrun_weight,19,0.638891,0.615413,-0.023478
encoding_compressibility,periodic_share,19,0.653543,0.556194,-0.09734900000000002
encoding_compressibility,beta,19,5.831581,5.335017,-0.4965640000000002
encoding_compressibility,side_bias,19,0.110658,0.030251,-0.080407
encoding_compressibility,longrun_weight,20,0.419812,0.388311,-0.031501
encoding_compressibility,periodic_share,20,0.444038,0.681218,0.23718
encoding_compressibility,beta,20,3.310828,2.492471,-0.8183569999999998
encoding_compressibility,side_bias,20,-0.068804,-0.086362,-0.01755799999999999
encoding_compressibility,longrun_weight,21,0.10203,0.102271,0.0002410000000000051
encoding_compressibility,periodic_share,21,0.586872,0.691164,0.10429200000000005
encoding_compressibility,beta,21,9.561901,9.380175,-0.18172600000000116
encoding_compressibility,side_bias,21,-0.057081,-0.094218,-0.037136999999999996
encoding_compressibility,longrun_weight,22,0.323657,0.371202,0.047545000000000004
encoding_compressibility,periodic_share,22,0.250057,0.473503,0.22344600000000003
encoding_compressibility,beta,22,4.713123,3.776064,-0.9370590000000005
encoding_compressibility,side_bias,22,0.44389,0.553723,0.10983299999999996
encoding_compressibility,longrun_weight,23,0.808186,0.661489,-0.14669699999999997
encoding_compressibility,periodic_share,23,0.886044,0.398611,-0.48743300000000006
encoding_compressibility,beta,23,0.514969,1.181281,0.666312
encoding_compressibility,side_bias,23,-1.737519,-1.8097,-0.07218100000000005
encoding_compressibility,longrun_weight,24,0.671016,0.726277,0.055261000000000005
encoding_compressibility,periodic_share,24,0.448006,0.624644,0.17663799999999996
encoding_compressibility,beta,24,9.427429,7.292694,-2.134735
encoding_compressibility,side_bias,24,-1.962187,-1.91603,0.046157000000000004
encoding_compressibility,longrun_weight,25,0.347182,0.197181,-0.150001
encoding_compressibility,periodic_share,25,0.68602,0.612318,-0.07370199999999993
encoding_compressibility,beta,25,6.984916,5.630584,-1.3543320000000003
encoding_compressibility,side_bias,25,-1.663021,-1.429306,0.23371500000000012
encoding_compressibility,longrun_weight,26,0.293405,0.16879,-0.12461500000000003
encoding_compressibility,periodic_share,26,0.527225,0.658032,0.1308069999999999
encoding_compressibility,beta,26,11.028903,7.202778,-3.8261249999999993
encoding_compressibility,side_bias,26,-0.869558,-0.699667,0.16989100000000001
encoding_compressibility,longrun_weight,27,0.534869,0.490399,-0.044470000000000065
encoding_compressibility,periodic_share,27,0.21928,0.420667,0.201387
encoding_compressibility,beta,27,1.949536,1.030856,-0.9186799999999999
encoding_compressibility,side_bias,27,1.553436,1.546882,-0.006553999999999949
encoding_compressibility,longrun_weight,28,0.887525,0.82613,-0.06139499999999998
encoding_compressibility,periodic_share,28,0.888766,0.428782,-0.45998399999999995
encoding_compressibility,beta,28,2.269093,1.944953,-0.3241399999999999
encoding_compressibility,side_bias,28,0.585629,0.716215,0.1305860000000001
encoding_compressibility,longrun_weight,29,0.257693,0.190097,-0.06759600000000002
encoding_compressibility,periodic_share,29,0.633282,0.671762,0.03847999999999996
encoding_compressibility,beta,29,11.820814,9.920361,-1.9004530000000006
encoding_compressibility,side_bias,29,-0.579764,-0.633641,-0.053877000000000064
encoding_compressibility,longrun_weight,30,0.160353,0.222058,0.06170500000000001
encoding_compressibility,periodic_share,30,0.973677,0.765583,-0.208094
encoding_compressibility,beta,30,1.468271,2.265763,0.7974920000000001
encoding_compressibility,side_bias,30,-1.026029,-0.864142,0.16188700000000011
encoding_compressibility,longrun_weight,31,0.766584,0.803762,0.03717799999999993
encoding_compressibility,periodic_share,31,0.562143,0.49765,-0.06449299999999997
encoding_compressibility,beta,31,6.327785,4.625405,-1.7023800000000007
encoding_compressibility,side_bias,31,-0.057849,-0.099046,-0.041197
encoding_compressibility,longrun_weight,32,0.659847,0.360695,-0.299152
encoding_compressibility,periodic_share,32,0.754991,0.622822,-0.13216899999999998
encoding_compressibility,beta,32,1.453256,1.321303,-0.1319530000000002
encoding_compressibility,side_bias,32,-1.987947,-1.898112,0.08983499999999989
encoding_compressibility,longrun_weight,33,0.796092,0.611291,-0.184801
encoding_compressibility,periodic_share,33,0.919847,0.44465,-0.475197
encoding_compressibility,beta,33,1.923963,3.260079,1.336116
encoding_compressibility,side_bias,33,-0.826734,-0.828443,-0.0017090000000000716
encoding_compressibility,longrun_weight,34,0.522013,0.600504,0.07849100000000009
encoding_compressibility,periodic_share,34,0.425367,0.637865,0.21249800000000002
encoding_compressibility,beta,34,6.38379,7.353469,0.9696789999999993
encoding_compressibility,side_bias,34,0.71743,0.74074,0.023309999999999942
encoding_compressibility,longrun_weight,35,0.728858,0.718651,-0.010206999999999966
encoding_compressibility,periodic_share,35,0.713232,0.732582,0.01934999999999998
encoding_compressibility,beta,35,10.443321,10.78846,0.3451390000000014
encoding_compressibility,side_bias,35,-0.817834,-0.704391,0.11344299999999996
encoding_compressibility,longrun_weight,36,0.95915,0.688194,-0.270956
encoding_compressibility,periodic_share,36,0.544995,0.369238,-0.175757
encoding_compressibility,beta,36,1.7157,1.480267,-0.235433
encoding_compressibility,side_bias,36,1.626327,1.719019,0.092692
encoding_compressibility,longrun_weight,37,0.704515,0.701266,-0.0032490000000000574
encoding_compressibility,periodic_share,37,0.526369,0.346132,-0.18023699999999998
encoding_compressibility,beta,37,6.396753,5.898092,-0.49866100000000024
encoding_compressibility,side_bias,37,1.889488,1.899743,0.010254999999999903
encoding_compressibility,longrun_weight,38,0.277738,0.313177,0.035439
encoding_compressibility,periodic_share,38,0.915913,0.757617,-0.158296
encoding_compressibility,beta,38,4.486724,6.106614,1.6198900000000007
encoding_compressibility,side_bias,38,0.919328,0.72412,-0.19520800000000005
encoding_compressibility,longrun_weight,39,0.067845,0.077854,0.010009000000000004
encoding_compressibility,periodic_share,39,0.435975,0.426685,-0.00929000000000002
encoding_compressibility,beta,39,5.833458,5.589026,-0.24443200000000065
encoding_compressibility,side_bias,39,0.185006,0.087613,-0.09739300000000001
